,overall,verified,reviewerID,reviewerName,reviewText,summary,preprocessed_text,ResultadoHF,Sentiment,Score
3841,5.0,True,A343PPYPJPA2D,datenavis,"One of my favorite movies, if you have a great connection and hdtv, get the HD, its totally worth it. I felt I was going to be abducted a few times!",A classic,one favorite movies great connection hdtv get hd totally worth felt going abducted times," POSITIVE,  0.9996787309646606", Positivo,  0.9996787309646606
3842,4.0,True,A1LF5TAF3P7UNO,Marilyn Hudson,I enjoyed watching it again all these years later. The extras made it even more interesting. Hearing the creators talk about selecting the sites and actors was interesting.,Great movie!,enjoyed watching years later extras made even interesting hearing creators talk selecting sites actors interesting," POSITIVE,  0.9997838139533997", Positivo,  0.9997838139533997
3843,5.0,True,A2HWMV7ATIXLRB,Albie Llada,nice paging  and nice to see old things look new and stylish.  Brings back my childhood.  Worth the money.  good deal,the past,nice paging nice see old things look new stylish brings back childhood worth money good deal," POSITIVE,  0.9998748302459717", Positivo,  0.9998748302459717
3844,5.0,True,A1WV7FAG6YYC4,kavorka25,"""YOU'RE ABOUT TEN SECONDS FROM DEATH!!!!""  Now I just have to watch ""Batteries not Included and I'll have my fill of aliens for the day.",Can't get any better than Dreyfuss yelling at his kids...,ten seconds death watch batteries included fill aliens day," NEGATIVE,  0.9906879663467407", Negative,  0.9906879663467407
3846,4.0,True,A12HND6GAAP358,granny d,"Good to watch again, especially since I don't believe I had ever seen it from the very beginning. Liked seeing all the old things from my childhood. DVD  itself was great since in Blue Ray.",good movie,good watch especially since believe ever seen beginning liked seeing old things childhood dvd great since blue ray," POSITIVE,  0.9998224377632141", Positivo,  0.9998224377632141
3847,5.0,True,A3AA20TLZMRIQC,Georgia M. Fields,"Favorite all-time movie.  we Can watch for hours and hours.  Love the music, scenery and acting.  Richard Dryfuss is great.",Close Encounters,favorite movie watch hours hours love music scenery acting richard dryfuss great," POSITIVE,  0.9998843669891357", Positivo,  0.9998843669891357
3848,5.0,True,A1QT7K33GZU31B,Avengers Universe,Always been a Spielberg fan so I thought I'd pick this up. I bought the two-disc collector's edition knowing I'd love this movie so I'd want more... and I did want more! I bought it used to and it looked perfectly new. Great movie. Highly recommended.,Close Encounters of the Third Kind (Two-Disc Collector's Edition),always spielberg fan thought pick bought collector edition knowing love movie want want bought used looked perfectly new great movie highly recommended," POSITIVE,  0.9998202919960022", Positivo,  0.9998202919960022
3849,3.0,True,AKFE2MSYTKS56,CNG,"Good movie, but it is a bit slow towards the end. Difficult to understand for an 8 year old. Thanks",Good but slow,good movie bit slow towards end difficult understand year old thanks," NEGATIVE,  0.9698467254638672", Negative,  0.9698467254638672
3850,4.0,True,A200KMUEGHWONL,wmtnmagician,Excellent,Four Stars,excellent," POSITIVE,  0.9998434782028198", Positivo,  0.9998434782028198
3852,5.0,True,A36FRBJ4QO0RQ3,Paul J. Baragona,This is one of Spielberg's best movies.  It has a great cast and is beautifully filmed at Devil's Tower in Wyoming.,Great Spielberg Movie,one spielberg best movies great cast beautifully filmed devil tower wyoming," POSITIVE,  0.9998745918273926", Positivo,  0.9998745918273926
3853,5.0,True,ARIOLEET00VFY,G. S. Harris,"Even after all these years, I still enjoy this movie. It has great characters, a good plot, a good cast, and the more educated I've become more educated about the reality of the world of ETs and UFOs, I've come to understand that it also has a lot of truth to it.",I still love this movie,even years still enjoy movie great characters good plot good cast educated become educated reality world ets ufos come understand also lot truth," POSITIVE,  0.9998239874839783", Positivo,  0.9998239874839783
3854,4.0,True,AKR6UUUNIIMEA,E Mont,Enjoyed the movie but a lot has changed since this came out. I heard that it is being refilmed and updated which should be great using today's technology.  I hope they include Richard Dreyfus in the new version because he us a fantastic actor and really made thus version of the film the classic that it is.,Classic alien with a great twist.,enjoyed movie lot changed since came heard refilmed updated great using today technology hope include richard dreyfus new version us fantastic actor really made thus version film classic," POSITIVE,  0.9997404217720032", Positivo,  0.9997404217720032
3856,4.0,True,A226O6B428VDIA,William A. Phillips,"...to get all three releases in one package like this.  I've watched two of the three, haven't seen the Director's cut yet but am looking forward to it when I get the chance.",It's a steal,get three releases one package like watched two three seen director cut yet looking forward get chance," POSITIVE,  0.9995076656341553", Positivo,  0.9995076656341553
3859,5.0,True,A1COHIH008J6UZ,D Murphy,Enjoyed.  Have heard about this for years so it was great to find it on Amazon.  My first intro to Amazon and I was pleasantly surprised .,Great....a peek into tomorrow,enjoyed heard years great find amazon first intro amazon pleasantly surprised," POSITIVE,  0.9998530149459839", Positivo,  0.9998530149459839
3860,5.0,True,A1AH7D4FC0JNTI,donna pearson,This is a terrific older movie with a great  plot .  I had seen it years ago and wanted to be able to watch it again.  I really enjoyed it.  The packaging and arrival times were well done and expedient.,Old Favorite,terrific older movie great plot seen years ago wanted able watch really enjoyed packaging arrival times well done expedient," POSITIVE,  0.9998584985733032", Positivo,  0.9998584985733032
3861,5.0,True,AL0YWOV75HZKL,Frankie1429,Great film about encounters with aliens and how a few people seem to be chosen by them and their struggles to connect.,One of the best UFO movies,great film encounters aliens people seem chosen struggles connect," POSITIVE,  0.9998499155044556", Positivo,  0.9998499155044556
3862,2.0,False,A35OMAVBSYM5O7,That&#039;s Life,I have never understood what people saw in this nonsense. Richard Dreyfuss portrays a complete ass who abandons his family on an idiotic whim - this is a hero? What does he accomplish? Nothing. The movie is well filmed and produced but to me it is like covering an aging hooker with makeup and pretending you have anything other than an old hooker.,Most Over-Rated Movie In History,never understood people saw nonsense richard dreyfuss portrays complete ass abandons family idiotic whim hero accomplish nothing movie well filmed produced like covering aging hooker makeup pretending anything old hooker," NEGATIVE,  0.9978784322738647", Negative,  0.9978784322738647
3863,5.0,True,AB7D0JCXCAQJX,Leticia Madrigal,This is a great blast from the past. They don't make movies like this anymore. Share with  your kids and grandkids!,love this movie!,great blast past make movies like anymore share kids grandkids," POSITIVE,  0.9995287656784058", Positivo,  0.9995287656784058
3864,5.0,True,A2GS7CRCZBSTHK,Andrea,This is a great sci-fi movie. There are actual UFO experts who have roles in this film and it makes it all the more believable. Great movie!,Close Encounters of the third kind,great movie actual ufo experts roles film makes believable great movie," POSITIVE,  0.9998799562454224", Positivo,  0.9998799562454224
3866,5.0,True,A3H7EPWELHCHFZ,Amazon Customer,I've been converting my VHS collection to DVD & of course this one was on the keep list.  DVD arrived quickly & in great shape.,A classic,converting vhs collection dvd course one keep list dvd arrived quickly great shape," POSITIVE,  0.9990171194076538", Positivo,  0.9990171194076538
3867,5.0,True,A3PJQX09GHPD4C,Big-B,"This is truly a Bench-Mark for Aliens come to Earth Science Fiction.
With the other entire extreme (aliens are here to eat us, aliens are here for our water, air, women, . . .) available for viewing, this is a refreshing look at another point of view. Also, having the Original-Theatrical, the Special-Edition and the Directors-Cut just makes it better; whether you are into nostalgia, or getting to see it at fully blown-away proportions.",Close Encounters (The Classic),truly aliens come earth science fiction entire extreme aliens eat us aliens water air women available viewing refreshing look another point view also makes better whether nostalgia getting see fully proportions," POSITIVE,  0.9990803003311157", Positivo,  0.9990803003311157
3869,5.0,True,A2ET90HQ5AI83E,Mark A. Vasher,I love this film--why its (in blue ray form) extremely brilliant in display--sound is bar non.well written and well acted one of the best FX spetaculars  ever made,most colorfull film in history,love film blue ray form extremely brilliant display sound bar written well acted one best fx spetaculars ever made," POSITIVE,  0.9998472929000854", Positivo,  0.9998472929000854
3871,5.0,True,AUTUYKL8525WP,Mark M,Great classic sci-fi I enjoyed as a kid and it still captivates my attention to this day.  Steven Spielberg always seems to show the lighter side or more benevolent side of alien encounters which I enjoy.,Watched as a kid and still love it.,great classic enjoyed kid still captivates attention day steven spielberg always seems show lighter side benevolent side alien encounters enjoy," POSITIVE,  0.9998250603675842", Positivo,  0.9998250603675842
3872,5.0,True,AMAEFOMQD5ZW7,G. Sigler,"I've been watching Close Encounters for a long time in theaters and at home on video tape, but this full HD Blueray presents a spectacular picture!",Excellent video,watching close encounters long time theaters home video tape full hd blueray presents spectacular picture," POSITIVE,  0.9995772242546082", Positivo,  0.9995772242546082
3874,4.0,True,A1Z4JEDIYTVBUE,juancarlos,"There was 3rd encounters. A playful yet sometimes psychotic look at a group of humans encountering extraterrestrials. They make contact, they communicate and the return some people they borrowed.",Before ET,encounters playful yet sometimes psychotic look group humans encountering extraterrestrials make contact communicate return people borrowed," POSITIVE,  0.9975141286849976", Positivo,  0.9975141286849976
3875,5.0,True,A369O3OSYJOTCM,Praganator,"For being such an old movie, it still stands up to modern movies of this genre, as do the special f/x. One of the best UFO movies ever made. Bought it during the Christmas sale for $15. Watch it!",No Brainer,old movie still stands modern movies genre special one best ufo movies ever made bought christmas sale watch," POSITIVE,  0.9998002648353577", Positivo,  0.9998002648353577
3876,3.0,True,A2SF0F2O5PQGZ2,J. Fernandez,"This movie is a cult classic for sure, but not my cup of tea. Fortunately it was only a gift for someone else since I like watching movies that have a lot more engaging material and dialogue than this one.",Classic,movie cult classic sure cup tea fortunately gift someone else since like watching movies lot engaging material dialogue one," POSITIVE,  0.9133399128913879", Positivo,  0.9133399128913879
3877,5.0,True,A2I98UUFP3RC6A,Patt Streeter,I bought this for a friend who lives in an Assisted Living Facility.  It was packaged perfectly and arrived in perfect condition.  She loves the movie.,Close Encounters of the First Kind,bought friend lives assisted living facility packaged perfectly arrived perfect condition loves movie," POSITIVE,  0.9998086094856262", Positivo,  0.9998086094856262
3878,5.0,True,ANO8LXNYWLLDA,NativeWon,Classic. Corny at times. But  you can't go wrong with Spielberg. Fun and colorful. Government still does the same things.,Oldie but goodie,classic corny times ca go wrong spielberg fun colorful government still things," POSITIVE,  0.9990195035934448", Positivo,  0.9990195035934448
3880,5.0,True,A3QBKI2L3CV96K,hubble37,A classic movie by a legendary director. You can it watch over and over again and be pulled in by the story telling and the acting each time you see it.,Close Encounters of the 3rd Kind Review,classic movie legendary director watch pulled story telling acting time see," POSITIVE,  0.9995427131652832", Positivo,  0.9995427131652832
3881,5.0,True,A150E2VUXZK246,BIG 80&#039;s,"Long-time favorite movie.  Gotta love it in Blu-Ray.  Real classic.  Fun to see the dated parts, but still holds up as a great movie.",Close Encounters of the Third Kind,favorite movie got ta love real classic fun see dated parts still holds great movie," POSITIVE,  0.9997791647911072", Positivo,  0.9997791647911072
3882,5.0,True,AOYNCCL2KVPC,gwen st john,"Was so glad to get this as it is hard to find in stores. I love watching this movie never get tired of it. Dvd was in great shape, excellent price and fast delivery. I soon as I got it, broke out popcorn settled down for night and enjoy.",Close encounter,glad get hard find stores love watching movie never get tired dvd great shape excellent price fast delivery soon got broke popcorn settled night enjoy," POSITIVE,  0.9997974038124084", Positivo,  0.9997974038124084
3883,5.0,True,A15OXG4V7IK2D9,Iv,I am not a alien's among us freak. I love this movie because the combination of acting and storytelling were equal to the special effects of our time. We live in an age of where poor story telling is allowed because the special effects are so good people don't complain: especially when it comes to SyFy...Saaaaad. but you will enjoy this film as its true value is the storytelling and not the subject matter.,Classic,alien among us freak love movie combination acting storytelling equal special effects time live age poor story telling allowed special effects good people complain especially comes syfy saaaaad enjoy film true value storytelling subject matter," POSITIVE,  0.999151349067688", Positivo,  0.999151349067688
3884,5.0,True,A114VL9TGHWAEZ,D. Wheeler,"This is a great deal to get the anniversary blue ray discs at this price. If you are the ultimate sy-fy addict like myself you will love it, Came with nice little booklet the size of a DVD case. What can I say but da-da-dah---dah--dah",Great Deal,great deal get anniversary blue ray discs price ultimate addict like love came nice little booklet size dvd case say dah," POSITIVE,  0.999366819858551", Positivo,  0.999366819858551
3885,4.0,True,A3OEPPOUC7PCHO,Moodies forever,Was hoping for a substantial Picture quality increase over the standard special edition DVD. Only marginal improvement during the outdoor scenes. 5 stars for all 3 versions being available on one Disc. 3 stars for the pic quality.,Not as good as I had hoped.,hoping substantial picture quality increase standard special edition dvd marginal improvement outdoor scenes stars versions available one disc stars pic quality," NEGATIVE,  0.9850425124168396", Negative,  0.9850425124168396
3886,5.0,True,A3MZTTJBF8RKPX,joseph,"Terrific movie! Big fan of steven and his work. This was a very exciting and interesting movie! Its classic sci fi and i love it, also has some great acting",review,terrific movie big fan steven work exciting interesting movie classic sci fi love also great acting," POSITIVE,  0.9998891353607178", Positivo,  0.9998891353607178
3887,5.0,True,A29T16YV7QNN7A,mspswanr,"I saw this movie in parts when it first came out but not until now have I seen all the movie entirely.
I got the edition with the theater , directors cut and another different disc.  Haven't seen all the discs yet but enjoyed the one I saw.  Looking forward to the others.",Close encounters of the Third Kind,saw movie parts first came seen movie entirely got edition theater directors cut another different disc seen discs yet enjoyed one saw looking forward others," POSITIVE,  0.9995301961898804", Positivo,  0.9995301961898804
3888,5.0,True,A2EA57UK0QAK7R,Fred,Great movie with awesome video and audio transfered to bluray...completely awesome. 30 years later and still one of the best movies to watch. It will never get old. Definitely a most own movie for movie lovers.,Awesome!,great movie awesome video audio transfered bluray completely awesome years later still one best movies watch never get old definitely movie movie lovers," POSITIVE,  0.9998832941055298", Positivo,  0.9998832941055298
3889,5.0,True,AM1U9G33FYLNI,Bob S,This movie is a classic - and really was a trail blazer with regard to alien theme movies. It is a movie that continues to be thoroughly enjoyable.,A classic,movie classic really trail blazer regard alien theme movies movie continues thoroughly enjoyable," POSITIVE,  0.9998592138290405", Positivo,  0.9998592138290405
3890,5.0,True,A2RJVN59J6ST4J,Michael Harangozo,great special effects. I think that was what hooked me. I first saw this at the theater and it had extra footage in with the movie not as extras.the story wasn't spectacular but it did the job. I think this was one of steven speilbergs best movies,great flick,great special effects think hooked first saw theater extra footage movie story spectacular job think one steven speilbergs best movies," POSITIVE,  0.9997865557670593", Positivo,  0.9997865557670593
3891,5.0,True,A1E7VTRDMI4XMV,Harold,"For those who love si fi movies, this is one of them that I enjoyed watching on Tv and being that this is going to be a gift to an elderly couple, I am sure they too will enjoy it.",Si fi Movies,love si fi movies one enjoyed watching tv going gift elderly couple sure enjoy," POSITIVE,  0.999718964099884", Positivo,  0.999718964099884
3892,5.0,False,A1G0VFQ9198IUF,al,this is one of the most famous alien movies ever made.  Richard Dreyfus is the main person and he has a close Encounter of a space ship that changes every thing.  i love the whole movie.,legendary movie,one famous alien movies ever made richard dreyfus main person close encounter space ship changes every thing love whole movie," POSITIVE,  0.9998375177383423", Positivo,  0.9998375177383423
3894,5.0,False,A22RY8N8CNDF3A,Loyd Eskildson,"This is a science fiction story about a disparate group of people who attempt to contact aliens. The group includes electrical lineman Roy Neary (Richard Dreyfuss), single mother Jillian whose son disappeared while a UFO was in the area, and a French researcher who thinks we can use music to communicate with aliens. They all meet up at Devil's Tower, Wyoming.",One of Spielberg's Best!,science fiction story disparate group people attempt contact aliens group includes electrical lineman roy neary richard dreyfuss single mother jillian whose son disappeared ufo area french researcher thinks use music communicate aliens meet devil tower wyoming," POSITIVE,  0.9620562195777893", Positivo,  0.9620562195777893
3895,4.0,True,A2M9UJO17I992S,misslindalee21,"I remember watching this when I was younger--and my husband had never seen it.  It was just as good as I remember it, and the scene with Barry being abducted still creeped me out (my husband agreed it was intense).  We enjoyed watching it together, and it will be something we will definitely watch again.  And my husband agrees that it's important NOT to trust the aliens...regardless of what happened. :-)",Close Encounters,remember watching younger husband never seen good remember scene barry abducted still creeped husband agreed intense enjoyed watching together something definitely watch husband agrees important trust aliens regardless happened," POSITIVE,  0.9997186064720154", Positivo,  0.9997186064720154
3898,5.0,True,A1WF7ZGBILPQ3Y,Bonita R. Mitchell,"This is one of my husbands favorite movies. So when I seen this on amazon I just had to get it. I am very glad I did,he really likes it and I also enjoyed it. It was a great price also.",Close Encounters of the Thrid Kind{30th anniversary Ultimate Edition},one husbands favorite movies seen amazon get glad really likes also enjoyed great price also," POSITIVE,  0.9998288154602051", Positivo,  0.9998288154602051
3901,5.0,False,A1E1UI5OHGC5IB,Garry Hixon,A very good cut! It is a good movie anyway and I think the quality is better then the original and of course more scenes!! This was a very popular movie in the 70's and I think it is still good today!-Garry Hixon on Steven Spielberg.,"Garry hixon, not john doe or sherridan?",good cut good movie anyway think quality better original course scenes popular movie think still good today hixon steven spielberg," POSITIVE,  0.9998328685760498", Positivo,  0.9998328685760498
3904,5.0,True,A2CORJXW6VMIPZ,Philip B. Davison,"This is a stunning movie, the extras are good as you learn how it was made, the politics Spielberg had to endure with the studio and how (and why) he hired certain actors for the parts.

Just to clear up on this DVD set, it includes the original theatrical version, the ultimate version and the directors cut version.",Stunning movie,stunning movie extras good learn made politics spielberg endure studio hired certain actors parts clear dvd set includes original theatrical version ultimate version directors cut version," POSITIVE,  0.9997889399528503", Positivo,  0.9997889399528503
3906,5.0,True,A2M1NND18IHFK4,menelaosk,"This bluray edition of the package is the one to get as it has all 3 versions of the film (theatrical, TV release version, and the Spielberg preferred director's cut along with a very informative ""poster"" where the movie flow timelines for all 3 versions are shown and compared.  It is great to see and hear Spielberg (both then and now) and appreciate what a creative genius he is.  The bluray presents a great picture and the sound stage is as immersive as I remember it when I saw this movie as a child.",3 close encounters not just one,bluray edition package one get versions film theatrical tv release version spielberg preferred director cut along informative poster movie flow timelines versions shown compared great see hear spielberg appreciate creative genius bluray presents great picture sound stage immersive remember saw movie child," POSITIVE,  0.9997358918190002", Positivo,  0.9997358918190002
3909,5.0,True,A1B1D6ZRXIDM0K,Stacymay,"I can't believe this comes with three versions of the film - wow, what a bargain! I love this movie and most of Spielberg's others, so I'm very proud to have the poster this came with (the movie poster side facing forward - not the version comparison) on my door.

I was pleasantly surprised at how quickly this arrived. Thanks, Amazon! You're the best resource a film buff could ask for.","Wow, what a GREAT bargain for a GREAT movie!",ca believe comes three versions film wow bargain love movie spielberg others proud poster came movie poster side facing forward version comparison door pleasantly surprised quickly arrived thanks amazon best resource film buff could ask," POSITIVE,  0.9997897744178772", Positivo,  0.9997897744178772
3910,5.0,False,A201HVK6NWJJER,Sci Fi Fan,"This is the best DVD edition that has been released of this film. It has 3 different versions of this movie: Theatrical, Special and Director's Cut. The problem is that there are some altered and edited scenes, that are only shown in their entirety in the Theatrical version. But, the sound and visual quality is perfect on all of them and there's some good bonus features. So, this is totally worth the price. If you haven't seen this movie, see it.",Complete.,best dvd edition released film different versions movie theatrical special director cut problem altered edited scenes shown entirety theatrical version sound visual quality perfect good bonus features totally worth price seen movie see," POSITIVE,  0.999809205532074", Positivo,  0.999809205532074
3912,4.0,True,A7R8B1TI25ITH,E. Cummins,I originally owned this on regular DVD and thought it'd be even better to own on Blu-ray with all the extra special features that most Blu-ray movies have to offer.,Classic Film to Finally Enjoy on Blu-ray,originally owned regular dvd thought even better extra special features movies offer," NEGATIVE,  0.9932308197021484", Negative,  0.9932308197021484
3913,3.0,False,AUUPTXMY18L5C,Mike Walsh,"Entertaining and suspenseful on first viewing, a closer reading reveals the film's rather disturbing subtext, which effectively explains away what are, after all, crimes against people, as the understandable prerogatives of a Master Race:  i.e. too high above us to notice our ""rights"" and stuff.  Sig Heil! Mr. Spielberg?",Close Encounters With the Third Reich,entertaining suspenseful first viewing closer reading reveals film rather disturbing subtext effectively explains away crimes people understandable prerogatives master race high us notice rights stuff sig heil spielberg," POSITIVE,  0.9993956089019775", Positivo,  0.9993956089019775
3914,5.0,True,A2HUACS31E01LU,Bach Man,"It's wonderful to have the original version of this fine movie on DVD.  The Special Edition never was enjoyable.  Of course, it's a bonus to also have the Director's Cut in the same package.",Great disc,wonderful original version fine movie dvd special edition never enjoyable course bonus also director cut package," NEGATIVE,  0.734028697013855", Negative,  0.734028697013855
3917,5.0,True,AJ23UUX3UK1IL,Diane M. Kilbreath,"This is truly a classic.  This movie kind of makes us all believe in close  encounters, and that it could happen to us, or what if??
Very enjoyable.  Steven is an excellent writer and story teller.  I bet sitting around a camp fire he could spin a tale, and everyone present would be sitting there with goose bumps, their eyes wide open, their jaws dropped down to their chest.
Keep writing Steven!  And keep making movies.",Close Encounters of the Third Kind,truly classic movie kind makes us believe close encounters could happen us enjoyable steven excellent writer story teller bet sitting around camp fire could spin tale everyone present would sitting goose bumps eyes wide open jaws dropped chest keep writing steven keep making movies," POSITIVE,  0.9998225569725037", Positivo,  0.9998225569725037
3919,5.0,True,A3HIW4QORRARST,Mark,I liked it ever since seeing it on the big screen at a drive-in theater. Its a great addition to my small but building collection. I lost my everything several yrs back. so now i have have a steady home again so im rebuiding my movie collection and close encounters is a great addition i highly reccomend a copy of Close Encounters of th 3rd kind for anybody.,Close Encounters review,liked ever since seeing big screen theater great addition small building collection lost everything several yrs back steady home im rebuiding movie collection close encounters great addition highly reccomend copy close encounters th kind anybody," POSITIVE,  0.9566087126731873", Positivo,  0.9566087126731873
3920,5.0,False,AVW2J31SGY1CA,Tim,Great movie & a bargain priced DVD. Seller has quality DVD's. responds & ships very quickly. I couldn't be happier.,Close Encounters DVD,great movie bargain priced dvd seller quality dvd responds ships quickly could happier," POSITIVE,  0.9982054233551025", Positivo,  0.9982054233551025
3921,5.0,True,A1BB7TD2AROT86,Mauricio,This is an excellent collector's edition. I can't believe that 30 years passed since this movie was released. Steven Spieberg and the movie really deserve this kind of edition. The package arrived perfectly.,Excellent edition,excellent collector edition ca believe years passed since movie released steven spieberg movie really deserve kind edition package arrived perfectly," POSITIVE,  0.9997150301933289", Positivo,  0.9997150301933289
3925,4.0,True,A3F3XJ58H7PLRG,Scott D. Brennan,"Lots of extras, the stupid scene where he goes in the spaceship put in an earlier edition is out, very good transfer, sound, nice package.",CEOTTK,lots extras stupid scene goes spaceship put earlier edition good transfer sound nice package," POSITIVE,  0.9976074695587158", Positivo,  0.9976074695587158
3926,5.0,True,A1W44FTQGV754F,Brian S.,"I loved the insert poster that on the reverse lists out the timeline of the movie for all three included versions.  You can see what was added or removed for each version to decide which is the best to watch.  The book included provided very nice insight to the actors and director as well as to why each was hired for their particular skills and mindsets.  Overall, great collector set to own on BluRay.",Excellent collection,loved insert poster reverse lists timeline movie three included versions see added removed version decide best watch book included provided nice insight actors director well hired particular skills mindsets overall great collector set bluray," POSITIVE,  0.9992383718490601", Positivo,  0.9992383718490601
3927,5.0,True,A3NKCA6RPUR0J1,Possumgut10,the movie was great and as enjoyable now as when it was released.  the vhs cassette with case was in mint condition. thanks!!!,third encounters of the third kind,movie great enjoyable released vhs cassette case mint condition thanks," POSITIVE,  0.9997764229774475", Positivo,  0.9997764229774475
3928,5.0,True,A2I3FEGTXDWIQG,W,"An Ultimate Edition for such a low price? How can I not resist? Comes with all the cuts of the film too so that's a bonus. A fun film about aliens, aliens that aren't trying to kill us by the way.","If you don't buy, then you don't believe.",ultimate edition low price resist comes cuts film bonus fun film aliens aliens trying kill us way," POSITIVE,  0.8854180574417114", Positivo,  0.8854180574417114
3929,4.0,True,A1GPHMYUYRRQVB,Mike C.,I liked the transfer on this Blue Ray.  Nice job for such an old movie. Not all older movies are transferred well like this one.,Good Blu Ray transfer,liked transfer blue ray nice job old movie older movies transferred well like one," POSITIVE,  0.9928190112113953", Positivo,  0.9928190112113953
3930,3.0,True,A2S4KRACMFVZ6J,Paul Wagner,"This is one of my all time favorites.  My expectations were a bit high for what to expect in the Blu-Ray format here.  The transfer is decent, at best.  Sounds was fantastic.  There was a lot of graininess in some of the low light shots.

Because there are three versions of the movie on one disk, my guess is that the compression may have been a bit higher.  This might explain the surprisingly low quality of the Blue-Ray version.","Rating the Blu-Ray disk, not the movie itself.",one time favorites expectations bit high expect format transfer decent best sounds fantastic lot graininess low light shots three versions movie one disk guess compression may bit higher might explain surprisingly low quality version," POSITIVE,  0.992272138595581", Positivo,  0.992272138595581
3931,5.0,True,A1CY3LB8DCZ63L,cureautism,"This movie was out in the 70's way before my kids were born.  I got this for them and they loved it.  It is a great family movie and very entertaining.  Very few movies now are enjoyable for the family, so I try to go back to the era of great movies and shows that had real humor, real horror, real suspense, real entertainment, and great story lines.....This is one of them.",Aliens,movie way kids born got loved great family movie entertaining movies enjoyable family try go back era great movies shows real humor real horror real suspense real entertainment great story lines one," POSITIVE,  0.9998742341995239", Positivo,  0.9998742341995239
3934,5.0,True,A8GZ9ZS2R20S4,Joseph Davis,"Close Encounters of the Third Kind was the first classic of the UFO genre. This is a great movie, one that will awaken an interest in even the most casual observer of all things UFO. This product came with three different versions: Theatrical, Special, & Director's Cut.",A True Classic!,close encounters third kind first classic ufo genre great movie one awaken interest even casual observer things ufo product came three different versions theatrical special director cut," POSITIVE,  0.9996291399002075", Positivo,  0.9996291399002075
3939,5.0,True,A3P7J6DLF216FX,Collector Monkey,Halloween classic!!,Five Stars,halloween classic," POSITIVE,  0.9995055198669434", Positivo,  0.9995055198669434
3940,5.0,True,A1AAOPVOGNS2ZE,NINAH SINGH,Childhood movie loved it soo funny.,Yrs to find lov it,childhood movie loved soo funny," POSITIVE,  0.9995273351669312", Positivo,  0.9995273351669312
3941,3.0,False,A1I1HBIW7P6X3F,Kindle Customer,"Idle Hands is a fun dark comedy about teenagers dealing with brutal murder, horrible curses and prom.  Absolutely worth the watch if you want a few good chuckles.",Idle Hands is a fun dark comedy about teenagers dealing with brutal murder,idle hands fun dark comedy teenagers dealing brutal murder horrible curses prom absolutely worth watch want good chuckles," POSITIVE,  0.999715268611908", Positivo,  0.999715268611908
3942,5.0,True,A37LX2TUM7HAMJ,GuitarMaster,Funny movie!  Horror comedy.,Funny movie!,funny movie horror comedy," POSITIVE,  0.9998693466186523", Positivo,  0.9998693466186523
3943,5.0,True,A3QCB1K6169WEA,Cathyrine Bjorgo,90s classic!!!,Five Stars,classic," POSITIVE,  0.9995139837265015", Positivo,  0.9995139837265015
3944,5.0,True,A3U17I07ZGBVGT,Dark Humor,My kids and I love this movie. Funny and a classic.,Five Stars,kids love movie funny classic," POSITIVE,  0.999883770942688", Positivo,  0.999883770942688
3945,5.0,True,A1M4AUIJXW7Q8M,Amazon Customer,Great,Five Stars,great," POSITIVE,  0.9998630285263062", Positivo,  0.9998630285263062
3948,1.0,False,A1MA12GQIV3H7B,T. S. Robertson,"the blu-ray print of this film is TERRIBLE!  no better than the older DVD copy i have owned for years.  i really don't think a film of this age is worthy of a blu-ray release unless the film has undergone a digital restoration specifically for the blu-ray print.

the sound is wonderful but the picture is very grainy and not crisp at all.

why waste your time and my money on releasing a new DVD that is no better than the old version?",terrific film - lousy blu-ray transfer,print film terrible better older dvd copy owned years really think film age worthy release unless film undergone digital restoration specifically print sound wonderful picture grainy crisp waste time money releasing new dvd better old version," NEGATIVE,  0.9988466501235962", Negative,  0.9988466501235962
3949,5.0,True,A1Q24VWP6SISZK,Jerry Dunn,this is one of my all time favorate movies even better on blu-ray love the sound,great movie,one time favorate movies even better love sound," POSITIVE,  0.999579131603241", Positivo,  0.999579131603241
3950,5.0,True,A3O67YVYV98CEG,Alvaro Gonima,"EXELENTE PELICULA SENCILLAMENTE FASCINANTE DE LO MEJOR DE CIENCIA FICCION EL MANEJO DE SPIELBERG SOBRE EL TEMA LA PUESTA EN ESCENA, EL SONIDO LOS EFECTOS TODO EXTRAORDINARIA.
LA TENGO EN DVD NORMAL LA QUERIA EN BLU-RAY",CLOSE ENCOUNTERS OF THE THIRD KIND,exelente pelicula sencillamente fascinante de lo mejor de ciencia ficcion el manejo de spielberg sobre el tema la puesta en escena el sonido los efectos todo extraordinaria la tengo en dvd normal la queria en," NEGATIVE,  0.9586851000785828", Negative,  0.9586851000785828
3951,5.0,False,A2G79HHZZP4L62,D. E. FOREMAN,Usually not one of my favorites of Steven Spielberg and don't ask me why. But this remastered Blu-ray looks and sounds fantastic! Also you get all 3 versions of the film to choose from. A must for any Spielberg fan and the quality is all there. One of the best Blu-ray's out there bar none!,Looks Like They Shot This Last Week!!! Awesome!,usually one favorites steven spielberg ask remastered looks sounds fantastic also get versions film choose must spielberg fan quality one best bar none," POSITIVE,  0.9997634291648865", Positivo,  0.9997634291648865
